sku,variant_id,item_class,family,subfamily,product_type,product_name,species_group,allowed_alternates,substitution_policy,lumber_grade,design_grade,moisture_condition,thickness_in,width_in,depth_in,length_in,diameter_in,nominal_size_text,actual_size_text,uom_takeoff,uom_purchase,lf_per_piece,bf_per_piece,sf_per_sheet,coverage_sf,count_per_box,lb_per_box,awpa_uc,retention_pcf,preservative_type,panel_width_in,panel_length_in,span_rating,exposure_class,edge_type,ps_standard,manufacturer,series,model,connector_type,finish,mount_type,seat_depth,skewable,joist_size_fit,fastener_coating,shank_type,head_type,angle_deg,collation_type,roll_width_ft,roll_length_ft,tape_width_in,adhesive_type,application_tags,irc_reference,requires_quote,spec_inputs,vendor_id,vendor_sku,vendor_sku_desc,price,price_uom,price_effective_date,stock_status,lead_time_days,min_order_qty,notes
CONC-TUBE-16-12,CONC-TUBE-16-12-V1,concrete,forming,column_forms,form_tube,"Sonotube 16"" Dia x 12'",,,Allowed,,,,,,,144,16,,,LF,EA,12,,,,,,,,,,,,,,,Sonotube,,,,,,,,,,,,,,,,,,concrete|forming|pier|column|footing,R403,N,,,,,,,,STOCK,,,
CONC-TUBE-18-12,CONC-TUBE-18-12-V1,concrete,forming,column_forms,form_tube,"Sonotube 18"" Dia x 12'",,,Allowed,,,,,,,144,18,,,LF,EA,12,,,,,,,,,,,,,,,Sonotube,,,,,,,,,,,,,,,,,,concrete|forming|pier|column|footing,R403,N,,,,,,,,ORDER,3,,
CONC-TUBE-24-12,CONC-TUBE-24-12-V1,concrete,forming,column_forms,form_tube,"Sonotube 24"" Dia x 12'",,,Allowed,,,,,,,144,24,,,LF,EA,12,,,,,,,,,,,,,,,Sonotube,,,,,,,,,,,,,,,,,,concrete|forming|pier|column|footing,R403,N,,,,,,,,ORDER,3,,
MOULD-CROWN-234-MDF-16,MOULD-CROWN-234-MDF-16-V1,moulding,crown,mdf_primed,crown_moulding,"Crown COLONIAL 2-3/4"" MDF PRIMED 16'",MDF,,Allowed,,,,,2.75,,192,,2-3/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-234-FJ-16,MOULD-CROWN-234-FJ-16-V1,moulding,crown,fj_pine_primed,crown_moulding,"Crown COLONIAL 2-3/4"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,,2.75,,192,,2-3/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-234-POPLAR-16,MOULD-CROWN-234-POPLAR-16-V1,moulding,crown,poplar,crown_moulding,"Crown COLONIAL 2-3/4"" POPLAR 16'",POPLAR,,Allowed,,,,,2.75,,192,,2-3/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,ORDER,3,,
MOULD-CROWN-234-OAK-16,MOULD-CROWN-234-OAK-16-V1,moulding,crown,oak,crown_moulding,"Crown COLONIAL 2-3/4"" OAK 16'",OAK,,Allowed,,,,,2.75,,192,,2-3/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,ORDER,3,,
MOULD-CROWN-358-MDF-16,MOULD-CROWN-358-MDF-16-V1,moulding,crown,mdf_primed,crown_moulding,"Crown COLONIAL 3-5/8"" MDF PRIMED 16'",MDF,,Allowed,,,,,3.625,,192,,3-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-358-FJ-16,MOULD-CROWN-358-FJ-16-V1,moulding,crown,fj_pine_primed,crown_moulding,"Crown COLONIAL 3-5/8"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,,3.625,,192,,3-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-358-POPLAR-16,MOULD-CROWN-358-POPLAR-16-V1,moulding,crown,poplar,crown_moulding,"Crown COLONIAL 3-5/8"" POPLAR 16'",POPLAR,,Allowed,,,,,3.625,,192,,3-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,ORDER,3,,
MOULD-CROWN-358-OAK-16,MOULD-CROWN-358-OAK-16-V1,moulding,crown,oak,crown_moulding,"Crown COLONIAL 3-5/8"" OAK 16'",OAK,,Allowed,,,,,3.625,,192,,3-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,ORDER,3,,
MOULD-CROWN-458-MDF-16,MOULD-CROWN-458-MDF-16-V1,moulding,crown,mdf_primed,crown_moulding,"Crown COLONIAL 4-5/8"" MDF PRIMED 16'",MDF,,Allowed,,,,,4.625,,192,,4-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-458-FJ-16,MOULD-CROWN-458-FJ-16-V1,moulding,crown,fj_pine_primed,crown_moulding,"Crown COLONIAL 4-5/8"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,,4.625,,192,,4-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-458-POPLAR-16,MOULD-CROWN-458-POPLAR-16-V1,moulding,crown,poplar,crown_moulding,"Crown COLONIAL 4-5/8"" POPLAR 16'",POPLAR,,Allowed,,,,,4.625,,192,,4-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,ORDER,3,,
MOULD-CROWN-458-OAK-16,MOULD-CROWN-458-OAK-16-V1,moulding,crown,oak,crown_moulding,"Crown COLONIAL 4-5/8"" OAK 16'",OAK,,Allowed,,,,,4.625,,192,,4-5/8,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|colonial|interior,,N,,,,,,,,ORDER,3,,
MOULD-CROWN-514-MDF-16,MOULD-CROWN-514-MDF-16-V1,moulding,crown,mdf_primed,crown_moulding,"Crown CLASSIC 5-1/4"" MDF PRIMED 16'",MDF,,Allowed,,,,,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|classic|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-514-FJ-16,MOULD-CROWN-514-FJ-16-V1,moulding,crown,fj_pine_primed,crown_moulding,"Crown CLASSIC 5-1/4"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|crown|classic|interior,,N,,,,,,,,STOCK,,,
MOULD-CROWN-514-POPLAR-16,MOULD-CROWN-514-POPLAR-16-V1,moulding,crown,poplar,crown_moulding,"Crown CLASSIC 5-1/4"" POPLAR 16'",POPLAR,,Allowed,,,,,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|classic|interior,,N,,,,,,,,ORDER,3,,
MOULD-CROWN-514-OAK-16,MOULD-CROWN-514-OAK-16-V1,moulding,crown,oak,crown_moulding,"Crown CLASSIC 5-1/4"" OAK 16'",OAK,,Allowed,,,,,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|crown|classic|interior,,N,,,,,,,,ORDER,3,,
MOULD-BASE-314-MDF-16,MOULD-BASE-314-MDF-16-V1,moulding,baseboard,mdf_primed,baseboard,"Baseboard COLONIAL 3-1/4"" MDF PRIMED 16'",MDF,,Allowed,,,,0.5,3.25,,192,,3-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-314-FJ-16,MOULD-BASE-314-FJ-16-V1,moulding,baseboard,fj_pine_primed,baseboard,"Baseboard COLONIAL 3-1/4"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,0.5,3.25,,192,,3-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-314-POPLAR-16,MOULD-BASE-314-POPLAR-16-V1,moulding,baseboard,poplar,baseboard,"Baseboard COLONIAL 3-1/4"" POPLAR 16'",POPLAR,,Allowed,,,,0.5,3.25,,192,,3-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,ORDER,,,
MOULD-BASE-314-OAK-16,MOULD-BASE-314-OAK-16-V1,moulding,baseboard,oak,baseboard,"Baseboard COLONIAL 3-1/4"" OAK 16'",OAK,,Allowed,,,,0.5,3.25,,192,,3-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,ORDER,,,
MOULD-BASE-414-MDF-16,MOULD-BASE-414-MDF-16-V1,moulding,baseboard,mdf_primed,baseboard,"Baseboard COLONIAL 4-1/4"" MDF PRIMED 16'",MDF,,Allowed,,,,0.5,4.25,,192,,4-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-414-FJ-16,MOULD-BASE-414-FJ-16-V1,moulding,baseboard,fj_pine_primed,baseboard,"Baseboard COLONIAL 4-1/4"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,0.5,4.25,,192,,4-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-414-POPLAR-16,MOULD-BASE-414-POPLAR-16-V1,moulding,baseboard,poplar,baseboard,"Baseboard COLONIAL 4-1/4"" POPLAR 16'",POPLAR,,Allowed,,,,0.5,4.25,,192,,4-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,ORDER,,,
MOULD-BASE-414-OAK-16,MOULD-BASE-414-OAK-16-V1,moulding,baseboard,oak,baseboard,"Baseboard COLONIAL 4-1/4"" OAK 16'",OAK,,Allowed,,,,0.5,4.25,,192,,4-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,ORDER,,,
MOULD-BASE-514-MDF-16,MOULD-BASE-514-MDF-16-V1,moulding,baseboard,mdf_primed,baseboard,"Baseboard COLONIAL 5-1/4"" MDF PRIMED 16'",MDF,,Allowed,,,,0.5,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-514-FJ-16,MOULD-BASE-514-FJ-16-V1,moulding,baseboard,fj_pine_primed,baseboard,"Baseboard COLONIAL 5-1/4"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,0.5,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-514-POPLAR-16,MOULD-BASE-514-POPLAR-16-V1,moulding,baseboard,poplar,baseboard,"Baseboard COLONIAL 5-1/4"" POPLAR 16'",POPLAR,,Allowed,,,,0.5,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,ORDER,,,
MOULD-BASE-514-OAK-16,MOULD-BASE-514-OAK-16-V1,moulding,baseboard,oak,baseboard,"Baseboard COLONIAL 5-1/4"" OAK 16'",OAK,,Allowed,,,,0.5,5.25,,192,,5-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|colonial|interior,,N,,,,,,,,ORDER,,,
MOULD-BASE-6-MDF-16,MOULD-BASE-6-MDF-16-V1,moulding,baseboard,mdf_primed,baseboard,"Baseboard MODERN 6"" MDF PRIMED 16'",MDF,,Allowed,,,,0.5,6,,192,,6,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|modern|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-6-FJ-16,MOULD-BASE-6-FJ-16-V1,moulding,baseboard,fj_pine_primed,baseboard,"Baseboard MODERN 6"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,0.5,6,,192,,6,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|baseboard|modern|interior,,N,,,,,,,,STOCK,,,
MOULD-BASE-6-POPLAR-16,MOULD-BASE-6-POPLAR-16-V1,moulding,baseboard,poplar,baseboard,"Baseboard MODERN 6"" POPLAR 16'",POPLAR,,Allowed,,,,0.5,6,,192,,6,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|modern|interior,,N,,,,,,,,ORDER,,,
MOULD-BASE-6-OAK-16,MOULD-BASE-6-OAK-16-V1,moulding,baseboard,oak,baseboard,"Baseboard MODERN 6"" OAK 16'",OAK,,Allowed,,,,0.5,6,,192,,6,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|baseboard|modern|interior,,N,,,,,,,,ORDER,,,
MOULD-CASING-214-MDF-7,MOULD-CASING-214-MDF-7-V1,moulding,casing,mdf_primed,door_casing,"Casing CLAMSHELL 2-1/4"" MDF PRIMED 7'",MDF,,Allowed,,,,0.625,2.25,,84,,2-1/4,,LF,EA,7,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-214-MDF-8,MOULD-CASING-214-MDF-8-V1,moulding,casing,mdf_primed,door_casing,"Casing CLAMSHELL 2-1/4"" MDF PRIMED 8'",MDF,,Allowed,,,,0.625,2.25,,96,,2-1/4,,LF,EA,8,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-214-MDF-16,MOULD-CASING-214-MDF-16-V1,moulding,casing,mdf_primed,door_casing,"Casing CLAMSHELL 2-1/4"" MDF PRIMED 16'",MDF,,Allowed,,,,0.625,2.25,,192,,2-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-214-FJ-7,MOULD-CASING-214-FJ-7-V1,moulding,casing,fj_pine_primed,door_casing,"Casing CLAMSHELL 2-1/4"" FJ PINE PRIMED 7'",FJ,,Allowed,,,,0.625,2.25,,84,,2-1/4,,LF,EA,7,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-214-FJ-8,MOULD-CASING-214-FJ-8-V1,moulding,casing,fj_pine_primed,door_casing,"Casing CLAMSHELL 2-1/4"" FJ PINE PRIMED 8'",FJ,,Allowed,,,,0.625,2.25,,96,,2-1/4,,LF,EA,8,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-214-FJ-16,MOULD-CASING-214-FJ-16-V1,moulding,casing,fj_pine_primed,door_casing,"Casing CLAMSHELL 2-1/4"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,0.625,2.25,,192,,2-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-214-POPLAR-7,MOULD-CASING-214-POPLAR-7-V1,moulding,casing,poplar,door_casing,"Casing CLAMSHELL 2-1/4"" POPLAR 7'",POPLAR,,Allowed,,,,0.625,2.25,,84,,2-1/4,,LF,EA,7,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-214-POPLAR-8,MOULD-CASING-214-POPLAR-8-V1,moulding,casing,poplar,door_casing,"Casing CLAMSHELL 2-1/4"" POPLAR 8'",POPLAR,,Allowed,,,,0.625,2.25,,96,,2-1/4,,LF,EA,8,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-214-POPLAR-16,MOULD-CASING-214-POPLAR-16-V1,moulding,casing,poplar,door_casing,"Casing CLAMSHELL 2-1/4"" POPLAR 16'",POPLAR,,Allowed,,,,0.625,2.25,,192,,2-1/4,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|clamshell|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-212-MDF-7,MOULD-CASING-212-MDF-7-V1,moulding,casing,mdf_primed,door_casing,"Casing COLONIAL 2-1/2"" MDF PRIMED 7'",MDF,,Allowed,,,,0.625,2.5,,84,,2-1/2,,LF,EA,7,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-212-MDF-8,MOULD-CASING-212-MDF-8-V1,moulding,casing,mdf_primed,door_casing,"Casing COLONIAL 2-1/2"" MDF PRIMED 8'",MDF,,Allowed,,,,0.625,2.5,,96,,2-1/2,,LF,EA,8,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-212-MDF-16,MOULD-CASING-212-MDF-16-V1,moulding,casing,mdf_primed,door_casing,"Casing COLONIAL 2-1/2"" MDF PRIMED 16'",MDF,,Allowed,,,,0.625,2.5,,192,,2-1/2,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-212-FJ-7,MOULD-CASING-212-FJ-7-V1,moulding,casing,fj_pine_primed,door_casing,"Casing COLONIAL 2-1/2"" FJ PINE PRIMED 7'",FJ,,Allowed,,,,0.625,2.5,,84,,2-1/2,,LF,EA,7,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-212-FJ-8,MOULD-CASING-212-FJ-8-V1,moulding,casing,fj_pine_primed,door_casing,"Casing COLONIAL 2-1/2"" FJ PINE PRIMED 8'",FJ,,Allowed,,,,0.625,2.5,,96,,2-1/2,,LF,EA,8,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-212-FJ-16,MOULD-CASING-212-FJ-16-V1,moulding,casing,fj_pine_primed,door_casing,"Casing COLONIAL 2-1/2"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,0.625,2.5,,192,,2-1/2,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-212-POPLAR-7,MOULD-CASING-212-POPLAR-7-V1,moulding,casing,poplar,door_casing,"Casing COLONIAL 2-1/2"" POPLAR 7'",POPLAR,,Allowed,,,,0.625,2.5,,84,,2-1/2,,LF,EA,7,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-212-POPLAR-8,MOULD-CASING-212-POPLAR-8-V1,moulding,casing,poplar,door_casing,"Casing COLONIAL 2-1/2"" POPLAR 8'",POPLAR,,Allowed,,,,0.625,2.5,,96,,2-1/2,,LF,EA,8,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-212-POPLAR-16,MOULD-CASING-212-POPLAR-16-V1,moulding,casing,poplar,door_casing,"Casing COLONIAL 2-1/2"" POPLAR 16'",POPLAR,,Allowed,,,,0.625,2.5,,192,,2-1/2,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|colonial|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-312-MDF-7,MOULD-CASING-312-MDF-7-V1,moulding,casing,mdf_primed,door_casing,"Casing WINDSOR 3-1/2"" MDF PRIMED 7'",MDF,,Allowed,,,,0.625,3.5,,84,,3-1/2,,LF,EA,7,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-312-MDF-8,MOULD-CASING-312-MDF-8-V1,moulding,casing,mdf_primed,door_casing,"Casing WINDSOR 3-1/2"" MDF PRIMED 8'",MDF,,Allowed,,,,0.625,3.5,,96,,3-1/2,,LF,EA,8,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-312-MDF-16,MOULD-CASING-312-MDF-16-V1,moulding,casing,mdf_primed,door_casing,"Casing WINDSOR 3-1/2"" MDF PRIMED 16'",MDF,,Allowed,,,,0.625,3.5,,192,,3-1/2,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-312-FJ-7,MOULD-CASING-312-FJ-7-V1,moulding,casing,fj_pine_primed,door_casing,"Casing WINDSOR 3-1/2"" FJ PINE PRIMED 7'",FJ,,Allowed,,,,0.625,3.5,,84,,3-1/2,,LF,EA,7,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-312-FJ-8,MOULD-CASING-312-FJ-8-V1,moulding,casing,fj_pine_primed,door_casing,"Casing WINDSOR 3-1/2"" FJ PINE PRIMED 8'",FJ,,Allowed,,,,0.625,3.5,,96,,3-1/2,,LF,EA,8,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-312-FJ-16,MOULD-CASING-312-FJ-16-V1,moulding,casing,fj_pine_primed,door_casing,"Casing WINDSOR 3-1/2"" FJ PINE PRIMED 16'",FJ,,Allowed,,,,0.625,3.5,,192,,3-1/2,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,STOCK,,,
MOULD-CASING-312-POPLAR-7,MOULD-CASING-312-POPLAR-7-V1,moulding,casing,poplar,door_casing,"Casing WINDSOR 3-1/2"" POPLAR 7'",POPLAR,,Allowed,,,,0.625,3.5,,84,,3-1/2,,LF,EA,7,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-312-POPLAR-8,MOULD-CASING-312-POPLAR-8-V1,moulding,casing,poplar,door_casing,"Casing WINDSOR 3-1/2"" POPLAR 8'",POPLAR,,Allowed,,,,0.625,3.5,,96,,3-1/2,,LF,EA,8,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,ORDER,,,
MOULD-CASING-312-POPLAR-16,MOULD-CASING-312-POPLAR-16-V1,moulding,casing,poplar,door_casing,"Casing WINDSOR 3-1/2"" POPLAR 16'",POPLAR,,Allowed,,,,0.625,3.5,,192,,3-1/2,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|casing|windsor|door|window,,N,,,,,,,,ORDER,,,
MOULD-SHOE-PRIMED-16,MOULD-SHOE-PRIMED-16-V1,moulding,shoe_round,primed,base_shoe,Shoe Primed 16',,,Allowed,,,,0.5,0.75,,192,,,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|trim|floor_transition,,N,,,,,,,,STOCK,,,
MOULD-SHOE-OAK-16,MOULD-SHOE-OAK-16-V1,moulding,shoe_round,oak,base_shoe,Shoe Oak 16',,,Allowed,,,,0.5,0.75,,192,,,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|trim|floor_transition,,N,,,,,,,,STOCK,,,
MOULD-QTR-RND-PRIMED-16,MOULD-QTR-RND-PRIMED-16-V1,moulding,shoe_round,primed,quarter_round,Qtr Rnd Primed 16',,,Allowed,,,,0.75,0.75,,192,,,,LF,EA,16,,,,,,,,,,,,,,,,,,,Primed,,,,,,,,,,,,,,moulding|trim|floor_transition,,N,,,,,,,,STOCK,,,
MOULD-QTR-RND-OAK-16,MOULD-QTR-RND-OAK-16-V1,moulding,shoe_round,oak,quarter_round,Qtr Rnd Oak 16',,,Allowed,,,,0.75,0.75,,192,,,,LF,EA,16,,,,,,,,,,,,,,,,,,,Unfinished,,,,,,,,,,,,,,moulding|trim|floor_transition,,N,,,,,,,,STOCK,,,
RAIL-TREX-TRAN-6-36-SQU,RAIL-TREX-TRAN-6-36-SQU-V1,deck_railing,trex,transcend,rail_kit,"Trex Transcend Rail Kit 6'x36"" Square Baluster",,,Allowed,,,,,,36,72,,,,EA,KIT,,,,,,,,,,,,,,,,Trex,Transcend,,,,,,,,,,,,,,,,,railing|deck|composite|square_baluster,R312,N,color|post_spacing|post_mount,,,,,,,ORDER,5,,"Includes top rail, bottom rail, square balusters, hardware"
RAIL-TREX-TRAN-6-36-ROU,RAIL-TREX-TRAN-6-36-ROU-V1,deck_railing,trex,transcend,rail_kit,"Trex Transcend Rail Kit 6'x36"" Round Baluster",,,Allowed,,,,,,36,72,,,,EA,KIT,,,,,,,,,,,,,,,,Trex,Transcend,,,,,,,,,,,,,,,,,railing|deck|composite|round_baluster,R312,N,color|post_spacing|post_mount,,,,,,,ORDER,5,,"Includes top rail, bottom rail, round balusters, hardware"
RAIL-TREX-TRAN-6-42-SQU,RAIL-TREX-TRAN-6-42-SQU-V1,deck_railing,trex,transcend,rail_kit,"Trex Transcend Rail Kit 6'x42"" Square Baluster",,,Allowed,,,,,,42,72,,,,EA,KIT,,,,,,,,,,,,,,,,Trex,Transcend,,,,,,,,,,,,,,,,,railing|deck|composite|square_baluster,R312,N,color|post_spacing|post_mount,,,,,,,ORDER,5,,"Includes top rail, bottom rail, square balusters, hardware"
